n;d;t;c
1000;0.0010014432076142;1217533;11037
1000;0.0004870368487106601;1138023;10332
1000;0.00039794328810534107;1190071;10616
1000;0.00035909365420403925;1185532;10801
1000;0.00020442577456162545;1176816;10825
1000;0.00046700315337897766;1181134;10591
1000;0.0002736534393191965;1190182;10527
1000;0.0006389572314264089;1185182;10868
1000;0.0002913271746701978;1167298;9628
1000;0.00028214013605145304;1176556;10825
1000;0.0006892116929959984;1594834;10763
1000;0.0009235662317722347;1143449;10363
1000;0.00033879301011658904;1324423;11439
1000;0.0004290622434839263;1276744;11840
1000;0.001227971904932585;1255885;11584
1000;0.00025054176952531734;1172999;10648
1000;0.0003568412301220438;1197575;10423
1000;0.0007839621572864215;1185081;10919
1000;0.00041289045606545993;1219225;11293
1000;0.00047849353234860213;1197115;10983
1000;0.0011286513997388397;1423083;10651
1000;0.0007393585658356688;1400830;11440
1000;0.0007844298340605568;1160936;10588
1000;0.001079864926278286;1461289;11262
1000;0.0013080387515459085;1313773;10686
1000;0.0003110169772595341;1177538;10531
1000;0.00026173330180398203;1137262;10345
1000;0.000682175927521708;1258309;11432
1000;0.0009734293728471636;1188177;10930
1000;0.00024252389795452359;1129457;10254
1000;7.161015283849344e-05;1141590;10427
1000;0.001052901256363857;1679468;11824
1000;0.00038122600344931166;1127073;10095
1000;0.0006207902337668472;1139977;10336
1000;0.0009698578550824819;1300157;11849
1000;0.0004906956217995378;1185973;10849
1000;0.0008929611904250385;1117054;10096
1500;0.00030754314041232084;1893390;16918
1500;0.00017859334101019038;1923316;17185
1500;0.0002923719156911045;1858995;16793
1500;0.0002066513422058266;2086948;15823
1500;0.0005605914422871318;1934677;16484
1500;0.00040596193680505956;1905773;17729
1500;0.0008461420755234384;2011932;18070
1500;0.0005823795606244132;1877520;17204
1500;0.0003264500485302429;1792490;16418
1500;0.00046001659868732465;1786189;16595
1500;0.0003694696382942296;2137978;16704
1500;0.00042996044686448694;1791348;16010
1500;0.00010350180724952014;1822036;16669
1500;0.0003274312405734902;1804422;16667
1500;0.0005716148469439718;1909269;17481
1500;0.0004214232355003688;1888139;16800
1500;0.0005811811302841126;1829911;16400
1500;0.00018139421481335507;2176020;15873
1500;0.0006155856297690254;1897507;16372
1500;0.0003714131153018699;1857493;17031
1500;0.0003380975062545949;1805785;16731
1500;0.00019302928881669286;1831193;16812
1500;0.0004886661507217274;1889052;17144
1500;0.00022740446180407432;1850769;16813
1500;0.00015324041526581925;2244548;15300
1500;0.0008606556622260455;1942401;17820
1500;0.0002874162804282055;1693645;15594
1500;0.00047205681017546084;1856460;16614
1500;0.0004430310297321068;1821004;16728
1500;0.00035367562275601415;1810073;16810
1500;0.0003065235321935476;1842834;15693
1500;0.00036027109928074764;2168145;16591
1500;0.0002746412455766287;2331370;16478
1500;4.5570046448805596e-05;1849648;16759
1500;0.00011330946825264946;1723722;15731
1500;0.0004123179502752809;1793382;16405
1500;0.0005339753723266411;1887328;17441
1500;0.00019963562316143961;1806066;16345
1500;0.0005649616975818729;1752225;16037
1500;0.0003650165478414396;1923316;16007
1500;0.00046393440170223814;1889492;16217
1500;0.0006338284327007246;1816055;16694
1500;0.000575487345233857;1864045;17272
1500;0.00022659275509440596;1928625;17497
1500;5.42782428769163e-05;1707591;15738
1500;0.00013181522925929376;1812949;16625
1500;0.0003078134291015409;2180468;16690
1500;0.0003918382731578147;1914449;17300
1500;0.0004373148190708532;1960705;17670
1500;0.0002184848689038233;1862001;16321
1500;9.837298832468355e-05;1788553;16464
1500;0.00031218744196643037;1776591;16469
1500;0.0003280234406914952;1790156;16426
1500;0.00019228570835221314;2160581;16478
1500;0.000926970584354782;1897948;17677
1500;0.0003311873629061592;1788884;16599
1500;0.0004998294360897987;1738249;16039
1500;0.0004143535136757687;2203912;16048
1500;0.0003731107142757877;2642604;16449
1500;0.0004969192104231871;2696425;16920
1500;2.963129914724426e-05;2335037;15983
1500;0.00038680373988043536;1783574;16477
1500;0.00019488992988250716;1697282;15347
1500;0.0005350693132382039;1872851;17476
1500;0.00045240575090996075;1888310;17147
1500;0.0004093234258790779;1865106;16860
1500;0.00019010789362837924;1799865;16440
1500;0.0002056300174191943;2220933;16898
1500;0.00011140208942140561;1794575;16039
1500;0.00037362948504666396;1919469;17492
1500;0.00043094403628438836;1827936;16574
1500;0.00027100477271182187;1884874;16386
1500;0.0005485934412250389;1978660;17152
1500;0.00028032655453894863;2284573;17400
1500;0.000714604436444336;2320945;17175
1500;0.0009664162307958757;1999087;18419
1500;0.0003557264251502111;1829099;16798
1500;0.0005175339305447323;1790586;16425
1500;0.000620211053321931;1929674;17299
1500;0.00012082305323688383;1802930;16544
1500;0.00022814862380157112;1939141;16208
1500;3.7816655372871964e-05;2341685;16343
1500;0.00047092173639805285;1928194;16590
1500;0.00016886356564090532;1776921;16242
1500;0.0002837627774282196;1873763;17312
1500;0.00027344665329736445;1832345;17005
1500;0.00041253343361506885;1928375;17003
1500;0.000442364037218761;1904490;17259
1500;0.00011815789969871324;2299971;16973
1500;0.0004997471199268449;2562790;16374
1500;0.00037341150008070095;2685004;17051
1500;0.0004705639204247033;2564578;16440
1500;0.0001764212539278452;2719369;16541
1500;0.00027133649132296393;2661890;16341
1500;0.0002152726895904648;2384119;16478
1500;0.00039365629373051684;2271959;17286
1500;0.00019854572252909849;1880715;17406
1500;0.0003366278301087823;1769908;16257
1500;0.00011866410373379303;1784375;16185
1500;0.000723090474004157;1888400;17347
1500;0.000359366162063433;1803952;16521
1500;0.00019980943873264387;1878030;16532
1500;0.00019227328241266885;2304099;16547
1500;0.0005990960105777901;1903258;17501
1500;0.00026925325530129904;1824119;16514
1500;0.00016659948976284575;1759258;16109
1500;7.762915029067652e-05;1803922;16049
1500;0.00034221994444845206;1824320;16988
1500;0.0003508542094673213;1899340;17511
1500;0.0002871264061916712;2104315;16559
1500;0.0005380306464688297;1901925;16778
1500;0.0003463085105896104;1794736;15895
1500;0.00037987445874788147;1769557;15967
1500;0.00017177758631232702;1820683;16560
1500;0.00031960342302900664;1863254;16680
1500;0.00027876909265009625;1774747;15929
1500;0.00012575046243555507;2298545;16664
1500;0.00011804042483958678;1834579;16924
1500;0.000696082116648638;1891355;17200
1500;0.00023904462588894546;1782451;16362
1500;0.00023958642885138867;1855087;17279
1500;0.0003150100068106458;1805044;16544
1500;0.000159172033355067;1904861;17327
1500;0.0002505153979340936;2422792;17998
1500;0.0006334406452528224;1912796;17161
1500;0.0004375619049586344;1833046;17070
1500;0.00036074492710560683;1821525;16848
1500;0.0003706373705113354;1944295;17090
1500;0.0004719456273205854;1894972;17627
1500;0.00017796699935494442;1756913;16038
1500;0.0002788255674330841;2424500;17816
